Domain,Price,Venue
everythingmomandbaby.com,$1,126,GoDaddy
505888.com,$1,125,GoDaddy
endenergypoverty.org,$1,125,GoDaddy
gemmedia.com,$1,102,GoDaddy
gitron.com,$1,101,DropCatch
nexpark.com,$1,100,DropCatch
blushphotography.com,$1,065,GoDaddy
insilver.com,$1,059,Dynadot
easihold.com,$1,059,GoDaddy
infocamp.com,$1,026,GoDaddy
erosresourcescorp.com,$1,025,GoDaddy
redlandsturkeytrot.com,$970,Namecheap
liberherbarum.net,$965,DropCatch
jeananyon.org,$960,Namecheap
dublinbees.com,$920,DropCatch
refus.com,$900,DropCatch
auduboninfo.net,$899,GoDaddy
mtn-motorsportsgreeneville.com,$898,GoDaddy
ryanhevern.com,$898,GoDaddy
caffeitalialittleitalysd.com,$890,GoDaddy
celebratebrew.com,$870,GoDaddy
infomarina.net,$865,Namecheap
saltireteamgym.com,$860,GoDaddy
rafmi.org,$850,DropCatch
yti.net,$836,GoDaddy
buyanyhouse.com,$825,GoDaddy
reqi.ai,$824,Namecheap
champstar.com,$817,GoDaddy
idacounty.org,$815,Namecheap
upum.com,$810,GoDaddy
elizabethgordongallery.com,$810,GoDaddy
automodulesource.com,$810,GoDaddy
justsmiledentalcenter.com,$810,GoDaddy
225544.com,$801,GoDaddy
revealtech.com,$800,GoDaddy
newcommunityproject.org,$800,DropCatch
velo-city2015.com,$800,DropCatch
icmbpsgroup.com,$798,Namecheap
setupforvolleyball.com,$787,Namecheap
ammazza.com,$781,GoDaddy
eaglenews.com,$770,GoDaddy
campaignforrealfarming.org,$770,DropCatch
theworldrelay.com,$760,GoDaddy
platform2020redesign.org,$760,GoDaddy
firehub.io,$750,Park.io
estherxie.com,$750,DropCatch
comio.ai,$724,Namecheap
italiansparkle.com,$711,GoDaddy
bewarethevalkyries.com,$710,Namecheap
pressmagazine.com,$710,GoDaddy
routedelentrepreneur.com,$710,GoDaddy
nmethicswatch.org,$710,GoDaddy
tcbblogs.org,$710,GoDaddy
isoho.com,$709,GoDaddy
metroc.com,$707,GoDaddy
globalmindfuljourney.com,$706,GoDaddy
artilia.com,$700,DropCatch
openstandardindustries.com,$698,GoDaddy
eyetrax.com,$683,GoDaddy
stripeconferences.com,$676,GoDaddy
thelhotels.com,$670,GoDaddy
blackbirdmarket.net,$670,Dynadot
inthecitytshirts.com,$665,Namecheap
doordefender.com,$665,GoDaddy
stratix.ai,$660,Namecheap
hillman.ai,$660,Namecheap
pauladeensgeneralstore.com,$660,GoDaddy
hulet.com,$660,GoDaddy
ahchyepettreats.com,$660,GoDaddy
richterscales.com,$660,GoDaddy
orinai.com,$654,DropCatch
sohosushiexpress.com,$650,GoDaddy
esinti.com,$650,DropCatch
rebelhq.com,$630,GoDaddy
alphamarket.ai,$624,Namecheap
futbollibre.futbol,$610,Namecheap
begafas.com,$610,Namecheap
granadaislamicschool.com,$610,Namecheap
borderimmigrationlawyer.com,$610,GoDaddy
thechap.net,$610,DropCatch
nisseki-service.com,$605,DropCatch
freeburmacoalition.org,$602,GoDaddy
temeculalandscapingguys.com,$600,Namecheap
owensborocityguide.com,$600,Namecheap
ksglobalreadymix.com,$600,GoDaddy
big-fish.com,$595,GoDaddy
navitex.com,$571,GoDaddy
raleighvietnameserestaurant.com,$565,GoDaddy
jujutsukaismanga.com,$565,Dynadot
apoolco.com,$561,GoDaddy
tacoselpaisasd.com,$560,GoDaddy
wjl.net,$560,GoDaddy
bennardibarberio.com,$560,GoDaddy
1promo.com,$555,GoDaddy
winconnection.com,$554,DropCatch
waffleandbubble.com,$550,DropCatch
intellisights.com,$541,GoDaddy
thesas.com,$521,GoDaddy
pg987.com,$512,GoDaddy
wallserestaurant.com,$510,GoDaddy
littlemavenlemonade.com,$510,GoDaddy
15811.com,$510,GoDaddy
flumpstudios.com,$510,GoDaddy
tribuneouest.com,$510,GoDaddy
nataliezises.com,$510,GoDaddy
auranking.com,$505,Namecheap
yourtalentismine.com,$505,Namecheap
mindekirken.net,$501,GoDaddy
elkslodge1625.org,$500,DropCatch
theagentverse.com,$500,Atom.com
holyspirits916.com,$495,GoDaddy
ecovolution.com,$488,DropCatch
wesurvive.com,$485,GoDaddy
queenofcontemporary.com,$485,GoDaddy
procx.com,$480,GoDaddy
roador.com,$475,GoDaddy
delamontagne.org,$475,GoDaddy
roboedge.com,$472,GoDaddy
myrealestatekey.com,$465,Dynadot
sinius.com,$464,DropCatch
aprupp.org,$460,GoDaddy
vidconvert.com,$458,GoDaddy
premierpitch.com,$457,GoDaddy
cooldates.com,$457,GoDaddy
careerzoo.com,$456,GoDaddy
limitlesscoach.com,$453,GoDaddy
ssietpatti.org,$449,GoDaddy
flatironhotel.com,$449,GoDaddy
c4learn.com,$445,DropCatch
neethi.com,$444,GoDaddy
igfontgenerator.com,$443,DropCatch
in-control.com,$440,GoDaddy
tsenki.com,$440,DropCatch
appqueen.com,$435,GoDaddy
votoh.com,$432,GoDaddy
localeyesite.com,$432,GoDaddy
unitedrow.org,$430,GoDaddy
truenorthelectrical.com,$422,DropCatch
thomaspluck.com,$421,DropCatch
prota.ai,$414,Namecheap
customizedcreations.com,$413,GoDaddy
tradefence.com,$412,GoDaddy
boonbox.com,$409,GoDaddy
bstrat.com,$408,GoDaddy
giftlocker.com,$406,GoDaddy
techvengeance.com,$405,Namecheap
frankfortgreekspizzeria.com,$405,Namecheap
beloitkombucha.com,$405,GoDaddy
vpfazendaresort.com,$405,GoDaddy
mrniceguysbmore.com,$405,GoDaddy
iwhip.com,$404,GoDaddy
nswellness.com,$403,GoDaddy
envirokey.com,$400,GoDaddy
holtstreet.com,$395,GoDaddy
swapfunds.com,$393,GoDaddy
kredit.xyz,$393,GoDaddy
blippit.com,$386,DropCatch
gimbalgarage.com,$383,Namecheap
sierrainc.com,$381,GoDaddy
cellsites.com,$378,GoDaddy
rmd2023.com,$370,GoDaddy
raded.com,$368,GoDaddy
minidex.com,$363,GoDaddy
inuyasha-fanfiction.com,$360,Namecheap
riserecruitment.com,$360,GoDaddy
scigo.com,$360,GoDaddy
lucyhale.com,$360,DropCatch
scum.ai,$355,Namecheap
icebathclubmadrid.com,$355,GoDaddy
confortgalaxy.com,$355,GoDaddy
harrisonlakenatureadventures.com,$355,GoDaddy
jackanddonsservice.com,$355,GoDaddy
dispensarytimes.com,$355,GoDaddy
splashfactory.com,$350,DropCatch
yx25.com,$346,GoDaddy
angstrem.com,$345,DropCatch
basicacademy.com,$344,DropCatch
cxglobalmedia.com,$340,DropCatch
iql.ai,$338,Namecheap
visu.org,$335,DropCatch
wyiz.com,$333,GoDaddy
gkfood.com,$331,Namecheap
parokimbsb-bali.org,$330,GoDaddy
lifeinsuranceauthority.com,$326,GoDaddy
trinetraeyecare.com,$325,GoDaddy
complaint.info,$325,Dynadot
unitedpipes.com,$325,GoDaddy
cureatapp.com,$323,DropCatch
cognitionos.com,$321,GoDaddy
sightseer.ai,$319,Namecheap
creatorwars.com,$315,GoDaddy
yasff.com,$313,GoDaddy
parentsrightsusa.com,$305,Namecheap
revenueherald.com,$305,Namecheap
eksplorewisata.com,$305,Namecheap
airbm.org,$305,GoDaddy
foxyluxury.com,$305,GoDaddy
sprayforlife.com,$305,GoDaddy
aspire-ascend.com,$305,GoDaddy
floridavacationvilla.com,$305,GoDaddy
seminolemiddleptsa.org,$305,GoDaddy
saudisales.com,$305,GoDaddy
mobilerecordshredders.com,$305,GoDaddy
vipnode.com,$305,DropCatch
openlotto.com,$304,GoDaddy
wesurvive.org,$301,GoDaddy
coastallandscapesupplies.com,$300,GoDaddy
quotecrm.com,$300,GoDaddy
mrostock.com,$299,GoDaddy
ecim2017.org,$293,GoDaddy
biancagroverfitness.com,$293,GoDaddy
trackingemployee.com,$291,GoDaddy
lifequests.com,$287,GoDaddy
altariosresort.com,$285,GoDaddy
thisfocus.com,$281,GoDaddy
corinthbaptist.church,$281,Sav.com
jobbazaar.com,$280,DropCatch
synergising.com,$277,GoDaddy
topblogmania.com,$275,Namecheap
chatgiant.com,$275,GoDaddy
orientalpearlboothwyn.com,$273,GoDaddy
lightforgeacademy.com,$273,GoDaddy
casinogrind.com,$271,GoDaddy
csg99.com,$271,GoDaddy
hmj.co,$270,GoDaddy
stolpislandsocial.com,$270,GoDaddy
thebirthingplace.com,$269,DropCatch
sap.de.com,$265,Namecheap
averonconstruction.com,$265,GoDaddy
thelocalsaltlakecity.com,$265,GoDaddy
moneydriver.com,$265,GoDaddy
freepressshop.com,$265,GoDaddy
helpmedo.com,$265,DropCatch
makingmemoriestravel.com,$264,DropCatch
royaltybarbershopsalon.com,$263,GoDaddy
indigenousfoodsinitiative.com,$261,GoDaddy
pixelpond.com,$260,Dynadot
liquorembassy.com,$259,GoDaddy
jecw.com,$258,GoDaddy
rural5g.com,$258,GoDaddy
85589.com,$257,GoDaddy
govx.ai,$255,Namecheap
robbo.ai,$255,Namecheap
simplercarpet.com,$255,GoDaddy
nalliaschoolofdance.com,$255,GoDaddy
pdf2svg.com,$255,Dynadot
amandarichards.com,$255,GoDaddy
gakusei-machikon.com,$255,GoDaddy
islandpantryobp.com,$255,GoDaddy
doggieday.com,$253,GoDaddy
confirmmy.com,$253,GoDaddy
aibotv.com,$250,GoDaddy
castlebluff.com,$249,DropCatch
moncado.com,$248,GoDaddy
diyab.com,$246,DropCatch
farsroid.io,$245,Dynadot
the-palace.com,$245,Dynadot
psydot.com,$245,GoDaddy
realtytag.com,$245,GoDaddy
undoubtful.com,$245,DropCatch
myperfecttrip.com,$244,GoDaddy
velmu.com,$244,GoDaddy
royan-tourisme.com,$242,DropCatch
cuberevue.com,$241,DropCatch
agelessstrength.com,$240,GoDaddy
pedalaid.org,$240,DropCatch
gigapot.com,$238,GoDaddy
townofrentiesvilleok.com,$237,GoDaddy
celltowerleases.com,$236,GoDaddy
vsevensoft.com,$232,GoDaddy
palge.com,$232,GoDaddy
sustainabled.com,$230,GoDaddy
grndcoffee.com,$230,GoDaddy
shoppingdelesteparaguay.com,$230,GoDaddy
althosbooks.com,$230,GoDaddy
randomisation.com,$230,GoDaddy
jobtiger.net,$230,GoDaddy
peka.net,$228,GoDaddy
wirelessdatasolutions.com,$227,GoDaddy
engageheadlines.com,$225,GoDaddy
legendelectricnd.com,$225,GoDaddy
bigtimetackle.com,$224,GoDaddy
heragon.com,$224,DropCatch
ideatomvp.com,$224,DropCatch
thoroughsolutions.com,$222,DropCatch
flochi.com,$221,GoDaddy
parentreport.com,$221,DropCatch
bayeshive.com,$216,GoDaddy
godlyplay.org,$215,GoDaddy
punkystyle.com,$215,GoDaddy
mindjourneys.com,$212,GoDaddy
iconicbrand.pe,$210,Catched.com
educraft.id,$210,Catched.com
stationary-bike-stands.com,$205,Namecheap
techprasar.com,$205,Namecheap
carpetmill-portland.com,$205,GoDaddy
maxxess-efusion.com,$205,GoDaddy
tropicvice.com,$205,GoDaddy
emaillogin.co,$205,GoDaddy
mykabin.com,$205,GoDaddy
vcsradio.net,$205,GoDaddy
vasugroup.com,$205,GoDaddy
portexo.com,$205,GoDaddy
clairelovesyou.com,$205,Dynadot
yourfates.com,$205,GoDaddy
wonderthetour.com,$205,GoDaddy
monsterhuntermerchandise.com,$204,Namecheap
darkweb.info,$204,Dynadot
expandpay.com,$203,Dynadot
meflower.com,$203,GoDaddy
smartnord.com,$203,DropCatch
olliescuisine.com,$202,DropCatch
winard.com,$201,GoDaddy
avoiddebt.com,$200,GoDaddy
thedoog.com,$195,Namecheap
nmi-lab.org,$195,GoDaddy
jfye.com,$194,DropCatch
depilflax.com,$194,DropCatch
dressupdeal.net,$190,GoDaddy
tradegroup.org,$190,DropCatch
gr8home.com,$186,GoDaddy
affiliatesshark.com,$185,Namecheap
jackiekelleyphotography.net,$185,GoDaddy
tensecondsyunnanricenoodle.com,$185,GoDaddy
jamesallred.com,$185,GoDaddy
bleulunahair.com,$185,GoDaddy
cheewa.com,$185,GoDaddy
radacini.com,$184,DropCatch
promans.com,$184,DropCatch
aliciarihko.com,$183,DropCatch
discoverdefi.com,$176,GoDaddy
wchcweatherford.com,$175,GoDaddy
thecannerymarket.com,$175,GoDaddy
customizedmasks.com,$175,GoDaddy
policy.sh,$175,Park.io
stemmery.com,$174,GoDaddy
aionsource.com,$174,GoDaddy
daysofgrace.com,$174,GoDaddy
reyai.com,$171,Namecheap
kidodo.com,$171,GoDaddy
dyyyl.com,$171,GoDaddy
columbiacitypaper.com,$170,GoDaddy
choruscare.com,$170,GoDaddy
townoflee.com,$168,GoDaddy
discountshaving.com,$165,Dynadot
akermin.com,$165,GoDaddy
rosesfarm.com,$165,GoDaddy
infonord.com,$164,DropCatch
cafeeugene.com,$161,DropCatch
fourprice.org,$160,GoDaddy
hdmovie.website,$160,GoDaddy
autodynamics-honda.com,$160,GoDaddy
babymoon.org,$160,DropCatch
burplids.com,$156,GoDaddy
presentnotperfectllc.com,$156,GoDaddy
updatedaerah.com,$155,Namecheap
reincarnatedasthecrazedheir.com,$155,Namecheap
kemaetutor.com,$155,Namecheap
techsolutionscenter.com,$155,GoDaddy
trianglefromthefire.com,$155,GoDaddy
silviagriselda.com,$155,GoDaddy
i-0.com,$155,GoDaddy
theclosetcrush.com,$155,GoDaddy
bimdep.net,$155,Dynadot
njperioimplant.com,$155,GoDaddy
e-balan.com,$155,Dynadot
statrat.com,$155,GoDaddy
deathrattlewritersfest.org,$155,GoDaddy
manageschedule.com,$154,GoDaddy
allmypets.com,$153,Dynadot
tancata.com,$152,GoDaddy
animegastore.com,$152,GoDaddy
angelsmanagement.com,$151,GoDaddy
gemoterapia.com,$150,GoDaddy
homelifebalance.com,$148,GoDaddy
spoortsup.com,$145,Namecheap
astucesnet.com,$145,Namecheap
3k7m.cc,$145,Dynadot
thewineinvestors.com,$145,GoDaddy
berghealthcare.com,$145,GoDaddy
omnicoms.com,$142,GoDaddy
strategic-vision.com,$141,GoDaddy
diamondandgem.com,$141,GoDaddy
pickuplab.com,$141,GoDaddy
validatethevote.com,$141,GoDaddy
claimcards.com,$141,GoDaddy
nomoretalk.com,$141,DropCatch
volunteercity.com,$140,GoDaddy
thirdspace.co,$140,GoDaddy
ictcampus.com,$138,GoDaddy
buyingdata.com,$136,GoDaddy
whitenurse.com,$136,GoDaddy
giftofclean.com,$136,GoDaddy
glossedbeauty.com,$135,GoDaddy
lateforwork.com,$135,GoDaddy
salamatak.com,$135,GoDaddy
kilisfirmarehberi.com,$135,GoDaddy
houseoflinnic.com,$135,GoDaddy
mtechbd.com,$135,GoDaddy
fransfishandchips.com,$135,GoDaddy
eagle-sec.com,$133,GoDaddy
calsmallbiz.com,$133,GoDaddy
alpbike.com,$133,DropCatch
apidaonline.com,$132,GoDaddy
auradrip.com,$132,GoDaddy
adamzemke.com,$130,GoDaddy
dicarlo.org,$130,GoDaddy
imagedisk.com,$130,Dynadot
remotewear.com,$130,GoDaddy
annaflowers.com,$128,GoDaddy
delriz.com,$127,GoDaddy
testingout.com,$126,Dynadot
beachmeds.com,$126,GoDaddy
rkwedding.com,$126,GoDaddy
angelhomesolution.com,$125,Namecheap
ww80.com,$125,GoDaddy
nailspa.net,$125,GoDaddy
megastargossip.com,$125,GoDaddy
anotsoyoungwomanabroad.com,$125,GoDaddy
ndacoaching.com,$125,GoDaddy
e-blocs.com,$125,GoDaddy
veryn.com,$124,DropCatch
cubora.com,$123,DropCatch
cloneu.com,$123,DropCatch
theheadphone.com,$122,GoDaddy
trustcommunications.com,$121,GoDaddy
agritecindustries.com,$121,GoDaddy
ab.cl,$121,Catched.com
showyourstripes.com,$120,Namecheap
defu.ai,$119,Namecheap
ilovepipes.com,$118,GoDaddy
ta45.cc,$117,Dynadot
sproutbloom.com,$116,Sav.com
3d-cellculture.com,$116,GoDaddy
pilladoporlared.com,$115,GoDaddy
hivemindmedia.com,$115,GoDaddy
elcaminorealmexicanfood.com,$115,GoDaddy
adamproject.org,$112,DropCatch
geedel.com,$111,GoDaddy
4plant.com,$111,GoDaddy
weeksale.com,$111,DropCatch
badfriendsmerchandise.com,$110,Namecheap
votetimdietz.com,$110,Namecheap
v2vip.com,$110,GoDaddy
dandelionsindecember.com,$110,GoDaddy
delandmotel.com,$110,GoDaddy
connectedperformance.com,$107,Namecheap
tollgate.io,$107,Park.io
stacksmedia.com,$106,GoDaddy
betmilyon.com,$106,GoDaddy
filepronto.com,$106,GoDaddy
krwon.com,$106,GoDaddy
bedbugstudio.com,$106,GoDaddy
craftyfold.com,$105,Namecheap
compliance-exchange.com,$105,GoDaddy
experiencegreen.org,$105,GoDaddy
drinkmorewaternyc.com,$105,GoDaddy
ussog.com,$105,GoDaddy
davincifortune.com,$105,GoDaddy
oakland-moving.com,$105,GoDaddy
jasonchristopher.com,$105,GoDaddy
drummrafrica.com,$105,GoDaddy
fitworth.org,$105,Dynadot
tamagoyu.net,$105,GoDaddy
cornerstonepie.com,$105,GoDaddy
happypapernc.com,$105,GoDaddy
tentechreview.com,$105,GoDaddy
ntxmobilehomerepairs.com,$105,GoDaddy
steelcityrrc.org,$105,GoDaddy
usastablecoins.com,$104,GoDaddy
mypetdragon.com,$104,GoDaddy
playfully.org,$104,GoDaddy
usaidp.com,$104,GoDaddy
mbasport.com,$104,DropCatch
musiccity.ai,$103,Namecheap
erickamagh.com,$103,Namecheap
affiliateler.com,$103,Namecheap
freeluchas.com,$103,Namecheap
cosy-cove.com,$103,GoDaddy
vssupermarket.com,$103,GoDaddy
hungryhousedetroit.com,$103,GoDaddy
english-4u.com,$103,GoDaddy
edenclothingco.com,$103,GoDaddy
netito.com,$103,DropCatch
earthscallfoundation.org,$102,Dynadot
bvlog.com,$102,Namecheap
777pogo.com,$102,GoDaddy
playslive.com,$102,GoDaddy
deepstate.co,$102,Dynadot
descargarfilmora.com,$101,Namecheap
munsterbrewery.com,$101,Namecheap
joshhosh.com,$101,GoDaddy
nppithampur.com,$101,GoDaddy
initialgallery.com,$101,DropCatch
global-presence.org,$101,DropCatch
doctorfinder.ai,$100,Namecheap
cedarridgeptsa.org,$100,Dynadot
wdsolar.com,$100,Namecheap
museiccarwash.com,$100,GoDaddy
queplix.com,$100,GoDaddy
belgradesocialmodernism.com,$100,GoDaddy
fqrk.com,$100,GoDaddy
thecustomshopband.com,$100,GoDaddy
7stepspudsey.co.uk,$100,Catched.com
ewig.net,$100,Afternic
